"Make","Model","Price","Year","Kilometer","Engine","Max.Power","Max.Torque","Length","Width","Seating.Capacity","Fuel.Tank.Capacity"
"Maruti Suzuki","Celerio ZXi [2019-2020]",475000,2019,"25000",998,67,90,"3695",1600,5,35
"Kia","Seltos HTK Plus 1.5 Diesel",1650000,2021,"12000",1493,113,250,"4315",1800,5,50
"Hyundai","Santro Era",409999,2019,"32000",1086,68,99,"3610",1645,5,35
"Land Rover","Range Rover Sport SDV6 S",5900000,2014,"70000",2993,289,600,"4879",2073,5,77
"Toyota","Innova 2.4 VX 7 STR [2016-2020]",2100000,2017,"112000",2393,148,343,"4735",1830,7,55
"BMW","5-Series 520d Luxury Line [2017-2019]",2750000,2017,"51800",1995,188,400,"4936",1868,5,65
"Maruti Suzuki","Ignis Zeta 1.2 AMT",545000,2017,"22000",1197,82,113,"3700",1690,5,32
"Tata","Safari 2.2 VX 4x2",740000,2015,"155000",2179,138,320,"4655",1965,7,55
"Mercedes-Benz","E-Class E 200",2400000,2016,"60000",1991,184,300,"4879",1854,5,80
"BMW","5-Series 520d Luxury Line [2017-2019]",4500000,2018,"23000",1995,188,400,"4936",1868,5,65
"Maruti Suzuki","Swift VXi",465000,2014,"75000",1197,85,114,"3850",1695,5,42
"Fiat","Punto Active 1.3",375000,2014,"71000",1248,75,197,"3987",1687,5,45
"Audi","Q3 30 TDI Premium FWD",2900000,2017,"64000",1968,150,340,"4385",1831,5,64
"Honda","WR-V VX MT Petrol",795000,2018,"45326",1199,89,110,"3999",1734,5,40
"Mercedes-Benz","C-Class C 300d AMG line",5250000,2020,"28079",1950,241,500,"4686",1810,5,66
"Audi","A3 35 TDI Premium",2900000,2019,"15529",1968,141,320,"4456",1796,5,50
"Mercedes-Benz","GLA 200 Sport",2250000,2015,"43200",1991,181,300,"4424",1804,5,50
"Honda","City VX CVT Petrol [2017-2019]",1050000,2017,"29386",1497,117,145,"4440",1695,5,40
"Hyundai","Grand i10 Asta 1.2 Kappa VTVT [2013-2016]",765000,2021,"18105",1197,81,114,"3765",1660,5,43
"Maruti Suzuki","S-Cross Sigma 1.3",675000,2017,"125372",1248,89,200,"4300",1765,5,48
"Audi","A6 35 TDI Matrix",2400000,2015,"100000",1968,190,400,"4933",1874,5,75
"Maruti Suzuki","Eeco 7 STR [2019-2020]",509999,2019,"40000",1196,73,101,"3675",1475,7,40
"Mahindra","XUV700 AX 7 Diesel AT AWD Luxury Pack 7 STR",2750000,2022,"31000",2184,182,450,"4695",1890,7,60
"Audi","A7 Sportback 3.0 TDI quattro",2600000,2012,"42000",2967,241,500,"4969",2139,5,65
"Honda","City 1.5 V AT",495000,2012,"65001",1497,116,146,"4440",1695,5,42
"Audi","Q7 35 TDI Premium + Sunroof",2400000,2014,"42533",2967,241,550,"5089",1983,7,100
"Hyundai","Grand i10 Magna 1.2 Kappa VTVT [2013-2016]",495000,2018,"45000",1197,81,114,"3765",1660,5,43
"Land Rover","Discovery Sport HSE 7-Seater",4200000,2018,"36000",2179,148,400,"4600",2069,7,65
"Toyota","Fortuner 2.8 4x2 AT [2016-2020]",2550000,2017,"44000",2755,174,450,"4795",1855,7,80
"Maruti Suzuki","Swift DZire LDI",480000,2016,"85000",1248,74,190,"3995",1695,5,42
"Hyundai","Creta 1.6 SX (O)",1750000,2021,"17000",1582,126,265,"4270",1780,5,60
"Maruti Suzuki","Ertiga ZDI + SHVS",850000,2019,"72000",1248,89,200,"4296",1695,7,45
"Hyundai","Santro Sportz AMT [2018-2020]",434999,2019,"34400",1086,68,99,"3610",1645,5,35
"Hyundai","Venue SX (O) 1.0 Turbo iMT",1070000,2021,"8800",998,118,172,"3995",1770,5,45
"Honda","City ZX CVT Petrol",1530000,2022,"2000",1498,119,145,"4549",1748,5,40
"Hyundai","Creta SX 1.5 Diesel [2020-2022]",1598000,2020,"19700",1493,113,250,"4300",1790,5,50
"Hyundai","Verna 1.6 VTVT SX",645000,2016,"45000",1591,121,158,"4375",1700,5,43
"Maruti Suzuki","Swift DZire ZDI AMT",650000,2017,"76000",1248,74,190,"3995",1695,5,42
"Volkswagen","Vento Highline Diesel",545000,2013,"110000",1598,103,250,"4384",1699,5,55
"Honda","City V Petrol",1095000,2022,"2700",1497,118,145,"4440",1695,5,40
"Toyota","Innova 2.8 ZX AT 7 STR [2016-2020]",1975000,2018,"75000",2755,172,360,"4735",1830,7,55
"Rolls-Royce","Ghost 6.5",18000000,2011,"60000",6592,570,780,"5399",1948,5,82.5
"Audi","Q3 35 TDI Technology with Navigation",1839000,2017,"110000",1968,174,380,"4385",1831,5,64
"Skoda","Superb L&K TSI AT",1500000,2016,"70000",1798,177,250,"4861",1864,5,66
"Audi","Q3 35 TDI quattro Premium Plus",2100000,2017,"42000",1968,184,380,"4385",1831,5,64
"Volkswagen","Polo Comfortline 1.5L (D)",345000,2015,"70000",1498,89,230,"3971",1682,5,45
"Honda","City V",850000,2018,"52890",1497,117,145,"4440",1695,5,40
"Hyundai","Creta SX 1.6 AT CRDi",1425000,2018,"72870",1582,126,260,"4270",1780,5,55
"Hyundai","Elite i20 Asta 1.2",675000,2017,"48591",1197,82,115,"3985",1734,5,45
"Mahindra","XUV300 1.5 W6 [2019-2020]",925000,2019,"60888",1497,115,300,"3995",1821,5,42
"Hyundai","Eon Era +",210000,2014,"48000",814,55,75,"3495",1550,5,32
"Tata","Nexon XM",760000,2018,"20251",1198,108,170,"3994",1811,5,44
"Hyundai","Verna 1.6 CRDI SX",640000,2015,"49000",1582,126,260,"4375",1700,5,43
"Maruti Suzuki","Swift VXi",340000,2013,"66000",1197,85,114,"3850",1695,5,42
"Land Rover","Discovery Sport SE R-Dynamic",5995000,2020,"54200",1999,177,430,"4600",2069,7,70
"Honda","City S Petrol",695000,2017,"51292",1497,117,145,"4440",1695,5,40
"Ford","Figo Trend 1.5L TDCi [2015-2016]",465000,2015,"89000",1498,99,215,"3886",1695,5,40
"Toyota","Glanza V",735000,2019,"55000",1197,82,113,"3995",1745,5,37
"Mercedes-Benz","E-Class E 200 Avantgarde",1300000,1988,"71000",1991,181,300,"5063",1860,5,80
"Hyundai","Alcazar Prestige 7 STR 1.5 Diesel",1848999,2021,"20000",1493,113,250,"4500",1790,7,50
"Honda","City V",685000,2016,"68500",1497,117,145,"4440",1695,5,40
"Hyundai","Santa Fe 2WD AT [2014-2017]",875000,2014,"99000",2199,194,437,"4690",1880,7,64
"Toyota","Innova 2.8 ZX AT 7 STR [2016-2020]",2039999,2018,"110000",2755,172,360,"4735",1830,7,55
"Toyota","Glanza G",700000,2019,"19244",1197,82,113,"3995",1745,5,37
"Maruti Suzuki","Wagon R VXi 1.2",550000,2020,"19000",1197,82,113,"3655",1620,5,32
"Hyundai","Santa Fe 2WD AT [2014-2017]",825000,2015,"75000",2199,194,437,"4690",1880,7,64
"Toyota","Innova 2.4 ZX 7 STR [2016-2020]",3100000,2021,"29000",2393,148,343,"4735",1830,7,55
"Audi","A6 2.0 TDI Premium",1400000,2013,"60000",1968,177,380,"4915",1874,5,65
"Maruti Suzuki","Swift VXi",425000,2015,"80000",1197,85,114,"3850",1695,5,42
"Lexus","NX 300h Luxury [2017-2020]",4375000,2018,"54500",2494,194,210,"4640",1845,5,56
"Toyota","Innova ZX 2.4 AT 7 STR",3000000,2021,"38000",2393,148,360,"4735",1830,7,55
"Mercedes-Benz","GLC 200 Progressive",6600000,2021,"16785",1991,194,320,"4658",1890,5,66
"Maruti Suzuki","Vitara Brezza ZDi+ Dual Tone [2017-2018]",640000,2016,"52000",1248,89,200,"3995",1790,5,48
"Hyundai","Santro GL (CNG)",275000,2013,"76000",1086,62,96,"3565",1525,5,35
"Hyundai","Elite i20 Sportz 1.2 [2016-2017]",695000,2019,"42678",1197,82,115,"3985",1734,5,45
"Renault","Duster 110 PS RxL",690000,2016,"65000",1461,108,248,"4315",1822,5,50
"Volkswagen","Taigun Highline 1.0 TSI AT",1500000,2021,"31000",999,114,178,"4221",1760,5,50
"Maruti Suzuki","Alto VXi",270000,2014,"82682",998,67,90,"3620",1475,5,35
"Hyundai","i20 Active 1.4 S",545000,2016,"70500",1396,89,220,"3995",1760,5,45
"MG","Hector Plus Sharp 1.5 DCT Petrol",1875000,2021,"10000",1451,141,250,"4720",1835,6,60
"Renault","Kwid RXT [2015-2019]",254999,2016,"57159",799,53,72,"3679",1579,5,28
"Land Rover","Discovery HSE",2785000,2016,"120000",2993,245,600,"4838",1915,7,82
"Mahindra","Thar LX 4-STR Hard Top Diesel MT",1800000,2021,"17000",2184,130,300,"3985",1820,4,57
"Honda","City 1.5 V AT",475000,2012,"40000",1497,116,146,"4440",1695,5,42
"Hyundai","Elite i20 Sportz 1.2 (O)",650000,2020,"58100",1197,82,115,"3985",1734,5,45
"Toyota","Fortuner 3.0 4x4 MT",1199000,2012,"12749",2982,169,343,"4705",1840,7,80
"Hyundai","Santa Fe 4 WD (AT)",650000,2013,"83466",2199,195,436,"4660",1890,7,70
"Mahindra","Scorpio S2",795000,2015,"86000",2523,75,200,"4456",1820,8,60
"Mercedes-Benz","C-Class C 200 Avantgarde",2385000,2015,"60921",1991,181,300,"4686",1810,5,66
"Audi","Q5 2.0 TDI quattro Premium",1700000,2014,"78000",1968,174,380,"4629",1898,5,75
"Hyundai","Verna Fluidic 1.6 VTVT SX Opt",380000,2012,"53000",1591,121,158,"4370",1700,5,43
"Renault","Kwid 1.0 RXT [2016-2019]",295000,2016,"34736",999,67,91,"3679",1579,5,28
"Tata","Harrier XZ",1750000,2020,"14400",1956,168,350,"4598",1894,5,50
"Audi","A3 35 TFSI Premium Plus",2180000,2018,"77590",1395,148,250,"4456",1796,5,50
"Ford","Mustang GT Fastback 5.0L v8",8000000,2017,"25000",4951,396,515,"4784",2080,4,60.9
"Jaguar","F-Pace Prestige",4325000,2018,"40545",1999,177,430,"4731",2071,5,82
"Maruti Suzuki","Alto LXi CNG",155000,2009,"56852",796,39,54,"3495",1475,5,35
"Maruti Suzuki","DZire ZXi Plus AMT",735000,2018,"42000",1197,82,113,"3995",1735,5,37
"Skoda","Rapid Style 1.6 MPI AT",900000,2018,"55000",1598,104,153,"4413",1699,5,55
"Skoda","Superb Elegance 1.8 TSI AT",795000,2014,"53000",1798,158,250,"4838",1817,5,60
"MINI","Cooper D 3 Door",3300000,2018,"17000",1496,114,270,"3821",1727,5,44
"Toyota","Fortuner 2.8 4x2 AT [2016-2020]",3775000,2020,"50000",2755,174,450,"4795",1855,7,80
"Maruti Suzuki","Vitara Brezza VDi",725000,2017,"75793",1248,89,200,"3995",1790,5,48
"Volvo","S60 Kinetic D4",994999,2012,"89311",1984,165,400,"4635",1865,5,67.5
"Maruti Suzuki","Vitara Brezza VDi (O) [2016-2018]",785000,2018,"80000",1248,89,200,"3995",1790,5,48
"Porsche","Macan S [2019-2020]",7500000,2020,"38000",2995,349,480,"4696",1923,5,65
"Toyota","Fortuner 2.8 4x2 AT [2016-2020]",2799000,2019,"69500",2755,174,450,"4795",1855,7,80
"Maruti Suzuki","Wagon R VXI",390000,2018,"66794",998,67,90,"3599",1495,5,35
"Porsche","Macan Base [2019-2020]",9000000,2019,"27000",1984,248,370,"4696",1923,5,65
"Maruti Suzuki","Baleno Zeta 1.2 AT",675000,2017,"35616",1197,83,115,"3995",1745,5,37
"Maruti Suzuki","Eeco 5 STR [2014-2019]",320000,2015,"64000",1196,73,101,"3675",1475,5,40
"Maruti Suzuki","Baleno Zeta 1.2 AT",840000,2020,"7000",1197,83,115,"3995",1745,5,37
"Maruti Suzuki","Wagon R VXI",310000,2015,"45000",998,67,90,"3599",1495,5,35
"Maruti Suzuki","Ertiga LXI",795000,2017,"9000",1373,94,130,"4296",1695,7,45
"Maruti Suzuki","Wagon R LXI CNG",310000,2015,"67738",998,58,77,"3599",1495,5,35
"Toyota","Glanza G",860000,2021,"11030",1197,82,113,"3995",1745,5,37
"Hyundai","i10 Magna 1.2 Kappa2",390000,2015,"49123",1197,79,112,"3585",1595,5,35
"Maruti Suzuki","Swift DZire LDI",520000,2018,"46000",1248,74,190,"3995",1695,5,42
"Maruti Suzuki","Vitara Brezza VDi (O) [2016-2018]",675000,2018,"64000",1248,89,200,"3995",1790,5,48
"Maruti Suzuki","S-Presso VXi",475000,2021,"7942",998,67,90,"3565",1520,5,27
"Maruti Suzuki","Alto 800 Lxi",265000,2017,"52100",796,47,69,"3395",1490,5,35
"Skoda","Rapid Ambition 1.6 TDI CR MT",950000,2019,"32809",1598,105,250,"4386",1699,5,55
"Toyota","Fortuner 3.0 4x2 AT",1750000,2014,"101000",2982,169,360,"4705",1840,7,80
"Audi","A3 35 TDI Premium Plus + Sunroof",2225000,2016,"40500",1968,141,320,"4456",1796,5,50
"Jeep","Compass Sport 1.4 Petrol",1748999,2021,"25700",1368,160,250,"4395",1818,5,60
"Mercedes-Benz","M-Class ML 250 CDI",2250000,2014,"85000",2143,203,500,"4804",2141,5,70
"Hyundai","Elite i20 Asta 1.2 (O) [2016]",690000,2017,"17268",1197,82,115,"3985",1734,5,45
"Maruti Suzuki","Baleno Zeta 1.2",561000,2017,"68000",1197,83,115,"3995",1745,5,37
"Maruti Suzuki","Swift DZire VXI AT",595000,2017,"44100",1197,83,115,"3995",1695,5,42
"Hyundai","i20 Magna (O) 1.2",450000,2014,"23000",1197,83,113,"3995",1710,5,45
"Mercedes-Benz","GLE 250 d",4590000,2018,"95786",2143,201,500,"4819",2141,5,93
"Audi","Q3 35 TDI Technology",2150000,2016,"95401",1968,174,380,"4385",1831,5,64
"Kia","Seltos GTX Plus 1.4 DCT",1850000,2020,"7000",1353,138,242,"4315",1800,5,50
"Hyundai","Elantra SX (O) 2.0 AT",1175000,2017,"24000",1999,150,192,"4620",1800,5,50
"Hyundai","Accent Executive",400000,2015,"41273",1495,94,125,"4250",1670,5,45
"Hyundai","Creta SX 1.6 CRDi",1100000,2018,"65954",1582,126,260,"4270",1780,5,55
"Hyundai","i10 Sportz 1.2 Kappa2",395000,2016,"28000",1197,79,112,"3585",1595,5,35
"Maruti Suzuki","S-Presso VXi Plus",425000,2021,"38848",998,67,90,"3565",1520,5,27
"Toyota","Innova 2.4 ZX 7 STR [2016-2020]",2190000,2017,"30000",2393,148,343,"4735",1830,7,55
"Lexus","ES 300h Exquisite [2020-2021]",4800000,2020,"27000",2487,176,221,"4975",1865,5,50
"Maruti Suzuki","Swift DZire LXI (O)",421000,2017,"69000",1197,83,115,"3995",1695,5,42
"Hyundai","i20 Active 1.2 SX",560000,2016,"22700",1197,82,115,"3995",1760,5,45
"Audi","Q3 35 TDI quattro Technology",3250000,2019,"41000",1968,184,380,"4385",1831,5,64
"Mahindra","Scorpio S10",875000,2014,"100000",2179,120,280,"4456",1820,8,60
"Maruti Suzuki","Ciaz Alpha 1.4 MT",899000,2018,"13066",1373,91,130,"4490",1730,5,43
"Renault","Duster 85 PS RxL",425000,2015,"75000",1461,84,200,"4315",1822,5,50
"Maruti Suzuki","S-Presso VXi (O)",425000,2019,"53241",998,67,90,"3565",1520,5,27
"MINI","Countryman Cooper S JCW Inspired",3875000,2021,"12000",1998,189,280,"4299",1822,5,47
"Honda","City 1.5 S MT",500000,2013,"65000",1497,116,146,"4440",1695,5,42
"Toyota","Fortuner 3.0 4x2 MT",1225000,2012,"97000",2982,169,343,"4705",1840,7,80
"Toyota","Innova 2.7 ZX AT 7 STR",1789999,2017,"49000",2694,164,245,"4735",1830,7,65
"Hyundai","Eon 1.0 Kappa Magna + [2014-2016]",240000,2013,"64000",998,68,94,"3515",1500,5,32
"Honda","Amaze 1.5 VX i-DTEC",935000,2019,"56000",1498,99,200,"3990",1680,5,35
"Maruti Suzuki","Baleno Alpha Automatic",775000,2018,"39000",1197,82,113,"3995",1745,5,37
"Mahindra","Scorpio S4 1.99 [2016-2017]",950000,2017,"55000",1997,120,280,"4456",1820,8,60
"Hyundai","Grand i10 Magna AT 1.2 Kappa VTVT",549000,2018,"53000",1197,81,114,"3765",1660,5,43
"Maruti Suzuki","Eeco 5 STR WITH A/C+HTR CNG [2017-2019]",645000,2021,"1374",1196,73,101,"3675",1475,5,40
"Mercedes-Benz","C-Class C 220d Progressive [2018-2019]",3400000,2018,"68000",1950,192,400,"4686",1810,5,66
"Hyundai","Elite i20 Sportz 1.2 [2016-2017]",645000,2019,"35000",1197,82,115,"3985",1734,5,45
"BMW","5-Series 520d M Sport",2600000,2016,"39000",1995,190,400,"4899",2094,5,65
"Audi","A4 2.0 TDI (177bhp) Premium",1375000,2011,"62000",1968,177,380,"4701",1826,5,63
"Honda","City V CVT Petrol [2017-2019]",1340000,2021,"11000",1497,117,145,"4440",1695,5,40
"Maruti Suzuki","Swift ZXi Plus [2018-2019]",840000,2020,"11000",1197,82,113,"3840",1735,5,37
"Maruti Suzuki","Swift DZire VXI",525000,2014,"102000",1197,85,114,"3995",1695,5,42
"Maruti Suzuki","Eeco 7 STR STD (O)",625000,2022,"7000",1196,72,98,"3675",1475,7,40
"Hyundai","Eon Sportz",215000,2012,"20000",814,55,75,"3495",1550,5,32
"Hyundai","Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018]",595000,2019,"25000",1197,81,114,"3765",1660,5,43
"Audi","A4 Premium Plus 40 TFSI",4150000,2022,"22000",1984,188,320,"4762",1847,5,54
"Maruti Suzuki","Swift VDi",750000,2018,"65000",1248,74,190,"3840",1735,5,37
"Ford","Ecosport Titanium 1.5 Ti-VCT",550000,2013,"47000",1499,109,140,"3999",1765,5,52
"Renault","Duster 110 PS RXZ 4X2 MT Diesel",450000,2016,"2000000",1461,108,248,"4315",1822,5,50
"Jaguar","XE Prestige Diesel",2700000,2018,"45545",1999,177,430,"4795",1967,5,56
"Mercedes-Benz","GLE 350 d",6150000,2018,"18000",2987,255,620,"4819",2141,5,93
"Volkswagen","Polo Comfortline 1.2L (P)",565000,2014,"72782",1198,74,110,"3970",1682,5,45
"Maruti Suzuki","Alto VXi [2014-2019]",369000,2017,"16800",998,67,90,"3545",1490,5,35
"Toyota","Yaris V CVT",1090000,2019,"40900",1496,106,140,"4425",1730,5,42
"Honda","WR-V VX MT Petrol",580000,2017,"39000",1199,89,110,"3999",1734,5,40
"BMW","X1 sDrive20d xLine",2199000,2016,"77000",1995,184,350,"4454",2044,5,63
"Mahindra","Scorpio S11 2WD 7 STR",1251000,2018,"120000",2179,140,320,"4456",1820,7,60
"Honda","Amaze 1.2 SX i-VTEC",540000,2017,"38700",1198,87,109,"3990",1680,5,35
"Maruti Suzuki","XL6 Zeta MT Petrol",1245000,2021,"7239",1462,103,138,"4445",1775,6,45
"BMW","3-Series 330i M Sport Edition",4749000,2020,"14000",1998,248,350,"4633",1811,5,57
"Hyundai","Grand i10 Sports Edition 1.2L Kappa VTVT",365000,2014,"76000",1197,81,114,"3765",1660,5,43
"BMW","2 Series Gran Coupe 220d M Sport [2020-2021]",4300000,2020,"11000",1995,188,400,"4526",1800,5,50
"Maruti Suzuki","Vitara Brezza VDi",825000,2019,"81300",1248,89,200,"3995",1790,5,48
"Volkswagen","Polo GT TDI",325000,2013,"76000",1598,103,250,"3970",1682,5,45
"Tata","Tiago Revotron XM (O) [2016-2019]",400000,2018,"91460",1199,84,114,"3746",1647,5,35
"Land Rover","Evoque HSE Dynamic",3600000,2018,"45000",1999,177,430,"4360",2120,5,57
"Mahindra","Scorpio LX BS-IV",671000,2013,"47000",2179,120,290,"4430",1817,8,60
"Mercedes-Benz","GLC 220 d Progressive",3400000,2018,"50000",2143,168,400,"4656",1890,5,66
"Volkswagen","Vento Highline Plus 1.2 (P) AT 16 Alloy",775000,2017,"60500",1197,103,175,"4390",1699,5,55
"MINI","Cooper D 5 Door",3590000,2020,"19759",1496,114,270,"3982",1727,5,44
"Hyundai","Verna Fluidic 1.6 VTVT SX AT",645000,2015,"58200",1591,121,158,"4370",1700,5,43
"Toyota","Vellfire Hybrid",11500000,2022,"4000",2494,115,198,"4935",1850,7,58
"Maruti Suzuki","Celerio ZXi",509999,2015,"42000",998,67,90,"3600",1600,5,35
"Hyundai","Elantra 1.8 SX AT",545000,2013,"63000",1797,147,177,"4530",1775,5,56
"Honda","City V",835000,2018,"42855",1497,117,145,"4440",1695,5,40
"Renault","Duster 85 PS RXS 4X2 MT Diesel",960000,2018,"24000",1461,84,200,"4315",1822,5,50
"Maruti Suzuki","Celerio VXi [2019-2020]",540000,2019,"34000",998,67,90,"3695",1600,5,35
"Kia","Seltos HTK Plus 1.5 iMT",1475000,2022,"9500",1497,113,144,"4315",1800,5,50
"Jaguar","XJ 3.0 V6 Portfolio",3600000,2014,"32000",2993,271,600,"5252",1899,5,83
"Hyundai","Verna 1.6 CRDI SX (O)",1175000,2018,"97000",1582,126,260,"4375",1700,5,43
"Hyundai","Verna Fluidic 1.6 VTVT SX Opt AT",475000,2014,"72900",1591,121,158,"4370",1700,5,43
"Audi","Q8 Celebration",9900000,2021,"28000",2995,335,500,"4986",1995,5,85
"Maruti Suzuki","Swift LXi",650000,2022,"6000",1197,89,113,"3845",1735,5,37
"BMW","X4 xDrive30d M Sport X [2019-2020]",6100000,2021,"24500",2993,260,620,"4752",1918,5,68
"Hyundai","i10 Sportz 1.2 AT Kappa2",370000,2013,"41000",1197,79,112,"3585",1595,5,35
"Honda","City VX (O) MT BL",875000,2018,"50000",1497,117,145,"4440",1695,5,40
"Maruti Suzuki","DZire VDi AMT",695000,2018,"66000",1248,74,190,"3995",1735,5,37
"Tata","Harrier XZA Plus",2275000,2022,"38000",1956,168,350,"4598",1894,5,50
"Jeep","Compass Model S (O) 1.4 Petrol DCT",2700000,2021,"17000",1368,161,250,"4405",1818,5,60
"Hyundai","Verna Fluidic 1.6 CRDi SX",545000,2014,"74000",1582,126,260,"4370",1700,5,43
"Skoda","Rapid Style 1.6 MPI AT",1099000,2018,"20690",1598,104,153,"4413",1699,5,55
"Hyundai","Verna 1.6 CRDI SX",1125000,2019,"40000",1582,126,260,"4375",1700,5,43
"Hyundai","Creta 1.6 SX Plus AT Petrol",1299000,2018,"50000",1591,122,154,"4270",1780,5,60
"BMW","X6 xDrive40i M Sport",10800000,2021,"20000",2998,335,450,"4935",2004,5,83
"Maruti Suzuki","XL6 Alpha AT Petrol",1190000,2020,"47248",1462,103,138,"4445",1775,6,45
"Tata","Tigor XZA Plus",795000,2021,"9000",1199,84,113,"3993",1677,5,35
"Hyundai","Verna Fluidic 1.6 CRDi SX",459999,2013,"78000",1582,126,260,"4370",1700,5,43
"Audi","A6 35 TDI Matrix",3400000,2018,"51000",1968,190,400,"4933",1874,5,75
"Hyundai","Creta E Plus 1.6 Petrol",1050000,2018,"34841",1591,122,151,"4270",1780,5,55
"Hyundai","i20 Magna 1.2",385000,2014,"46000",1197,83,113,"3995",1710,5,45
"Honda","City S Diesel",585000,2015,"61000",1498,99,200,"4440",1695,5,40
"Audi","A3 35 TDI Premium + Sunroof",1650000,2014,"55000",1968,141,320,"4456",1796,5,50
"Maruti Suzuki","Swift VXi [2014-2017]",625000,2020,"58736",1197,83,115,"3850",1695,5,42
"Maruti Suzuki","Ciaz Alpha Hybrid 1.5 [2018-2020]",910000,2019,"34000",1462,103,138,"4490",1730,5,43
"Mahindra","XUV500 W11",1275000,2018,"47000",2179,153,360,"4585",1890,7,70
"Hyundai","Elite i20 Magna 1.2 [2016-2017]",585000,2017,"47000",1197,82,115,"3985",1734,5,45
"Hyundai","Elite i20 Asta 1.2 IVT",1075000,2021,"12020",1197,87,115,"3995",1775,5,37
"Hyundai","Creta SX 1.5 Diesel [2020-2022]",1650000,2020,"7000",1493,113,250,"4300",1790,5,50
"Audi","A4 2.0 TDI (143bhp)",1575000,2014,"15000",1968,141,320,"4701",1826,5,63
"BMW","X3 xDrive20d",1950000,2014,"82000",1995,184,380,"4648",1881,5,67
"BMW","5-Series 520d Luxury Line [2017-2019]",6390000,2022,"6000",1995,188,400,"4936",1868,5,65
"Hyundai","Creta 1.4 S Plus",1080000,2019,"68000",1396,89,224,"4270",1780,5,60
"Audi","Q7 45 TDI Premium Plus",5500000,2017,"24000",2967,245,600,"5052",1968,7,75
"Hyundai","Venue SX (O) 1.5 CRDi",1080000,2020,"56000",1493,99,240,"3995",1770,5,45
"Mahindra","XUV500 W6",800000,2015,"25000",2179,138,330,"4585",1890,7,70
"Datsun","Go Plus T",335000,2017,"34000",1198,67,104,"3995",1635,7,35
"Hyundai","Venue SX 1.0 Turbo iMT",1185000,2021,"10700",998,118,172,"3995",1770,5,45
"Hyundai","Elite i20 Sportz 1.2 IVT",894999,2021,"25000",1197,87,115,"3995",1775,5,37
"Honda","Amaze 1.2 S CVT Petrol [2018-2020]",650000,2019,"54000",1199,89,110,"3995",1695,5,35
"Maruti Suzuki","Baleno Delta 1.3",550000,2016,"88000",1248,74,190,"3995",1745,5,37
"Audi","Q3 35 TDI Premium + Sunroof",1650000,2016,"139000",1968,174,380,"4385",1831,5,64
"Skoda","Kushaq Style 1.0L TSI MT",1600000,2022,"1300",999,114,178,"4225",1760,5,50
"Hyundai","Verna 1.6 VTVT SX (O)",1175000,2019,"20000",1591,121,158,"4375",1700,5,43
"Mitsubishi","Pajero Select Plus AT",1995000,2018,"122000",2477,176,350,"4695",1815,7,70
"Hyundai","Elite i20 Sportz 1.4 CRDI [2016-2017]",575000,2016,"38000",1396,89,220,"3985",1734,5,45
"MG","Hector Sharp 2.0 Diesel Turbo MT",1975000,2021,"18500",1956,169,350,"4655",1835,5,60
"Hyundai","Creta SX (O) 1.5 Diesel [2020-2022]",1625000,2022,"27800",1493,113,250,"4300",1790,5,50
"Maruti Suzuki","Swift VXi [2014-2017]",695000,2019,"46027",1197,83,115,"3850",1695,5,42
"Toyota","Yaris J CVT [2018-2020]",875000,2018,"23148",1496,106,140,"4425",1730,5,42
"Skoda","Octavia 1.8 TSI Style Plus AT [2017]",1495000,2017,"28000",1798,177,250,"4670",1814,5,50
"Maruti Suzuki","Swift ZXi AMT [2018-2019]",725000,2019,"11874",1197,82,113,"3840",1735,5,37
"Hyundai","Creta E Plus 1.6 Petrol",875000,2017,"50000",1591,122,154,"4270",1780,5,60
"Ford","Endeavour Trend 2.2 4x2 AT",2350000,2016,"75000",2198,158,385,"4892",1860,7,80
"BMW","3-Series 320d Prestige",2690000,2019,"15500",1995,188,400,"4633",1811,5,57
"Maruti Suzuki","Ciaz VDi+ SHVS",695000,2016,"82445",1248,89,200,"4490",1730,5,43
"Honda","City V",600000,2014,"75574",1497,117,145,"4440",1695,5,40
"Maruti Suzuki","Wagon R LXI CNG",375000,2015,"64000",998,58,77,"3599",1495,5,35
"Hyundai","i10 Sportz 1.2 Kappa2",315000,2012,"75000",1197,79,112,"3585",1595,5,35
"Ford","Ecosport Trend 1.5 Ti-VCT",775000,2019,"14095",1499,109,140,"3999",1765,5,52
"Audi","A6 35 TDI Matrix",3075000,2017,"17000",1968,190,400,"4933",1874,5,75
"Renault","Duster 110 PS RxZ Diesel",415000,2014,"70000",1461,108,248,"4315",1822,5,50
"Maruti Suzuki","Ertiga ZDI + SHVS",765000,2017,"68000",1248,89,200,"4296",1695,7,45
"Maruti Suzuki","Swift VXi [2014-2017]",520000,2018,"40000",1197,83,115,"3850",1695,5,42
"Jaguar","XJ 3.0 V6 Portfolio",3900000,2015,"39000",2993,271,600,"5252",1899,5,83
"Hyundai","Creta 1.6 SX",850000,2016,"72000",1582,126,265,"4270",1780,5,60
"Maruti Suzuki","Ertiga VDI SHVS",969999,2016,"39000",1248,89,200,"4296",1695,7,45
"Maruti Suzuki","Baleno Delta 1.3",575000,2016,"62000",1248,74,190,"3995",1745,5,37
"Ford","Endeavour Sport 2.0 4x4 AT",3900000,2021,"41086",1996,168,420,"4903",1869,7,80
"BMW","3-Series 320d Luxury Line",1395000,2013,"65000",1995,188,400,"4633",1811,5,57
